Student_ID,Student_Query,Priority
S1206,Hall ticket not generated before exam,High
S1207,Website navigation help,Low
S1208,Fee payment issue before deadline,High
S1209,Hall ticket not generated before exam,High
S1210,Bonafide certificate request,Medium
S1211,Hostel accommodation query,Medium
S1212,Hall ticket not generated before exam,High
S1213,Bonafide certificate request,Medium
S1214,Library access issue,Medium
S1215,Internship letter request,Medium
S1216,Hall ticket not generated before exam,High
S1217,Exam result not published,High
S1218,Exam result not published,High
S1219,Campus map request,Low
S1220,Library timings inquiry,Low
S1221,Hall ticket not generated before exam,High
S1222,Exam result not published,High
S1223,Library access issue,Medium
S1224,Website navigation help,Low
S1225,Campus map request,Low
S1226,Library access issue,Medium
S1227,Hostel accommodation query,Medium
S1228,Elective subject change request,Medium
S1229,Hostel accommodation query,Medium
S1230,Elective subject change request,Medium
S1231,Academic calendar request,Low
S1232,Exam result not published,High
S1233,Campus map request,Low
S1234,Missed exam due to medical emergency,High
S1235,Library timings inquiry,Low
S1236,Hostel accommodation query,Medium
S1237,Hall ticket not generated before exam,High
S1238,Library access issue,Medium
S1239,Hall ticket not generated before exam,High
S1240,Hostel accommodation query,Medium
S1241,Exam result not published,High
S1242,Campus map request,Low
S1243,Library timings inquiry,Low
S1244,Library timings inquiry,Low
S1245,Missed exam due to medical emergency,High
S1246,Campus map request,Low
S1247,Bonafide certificate request,Medium
S1248,Hall ticket not generated before exam,High
S1249,Scholarship not credited,High
S1250,Event information query,Low
S1251,Hostel accommodation query,Medium
S1252,Hostel accommodation query,Medium
S1253,Fee payment issue before deadline,High
S1254,Missed exam due to medical emergency,High
S1255,Exam result not published,High
S1256,Elective subject change request,Medium
S1257,Website navigation help,Low
S1258,Hall ticket not generated before exam,High
S1259,Scholarship not credited,High
S1260,Elective subject change request,Medium
S1261,Event information query,Low
S1262,Exam result not published,High
S1263,Library access issue,Medium
S1264,Elective subject change request,Medium
S1265,Hostel accommodation query,Medium
S1266,Fee payment issue before deadline,High
S1267,Exam result not published,High
S1268,Hall ticket not generated before exam,High
S1269,Hall ticket not generated before exam,High
S1270,Hall ticket not generated before exam,High
S1271,Website navigation help,Low
S1272,Website navigation help,Low
S1273,Campus map request,Low
S1274,Hostel accommodation query,Medium
S1275,Hall ticket not generated before exam,High
S1276,Library access issue,Medium
S1277,Event information query,Low
S1278,Website navigation help,Low
S1279,Bonafide certificate request,Medium
S1280,Exam result not published,High
S1281,Exam result not published,High
S1282,Fee payment issue before deadline,High
S1283,Library timings inquiry,Low
S1284,Exam result not published,High
S1285,Exam result not published,High
S1286,Campus map request,Low
S1287,Hall ticket not generated before exam,High
S1288,Event information query,Low
S1289,Bonafide certificate request,Medium
S1290,Scholarship not credited,High
S1291,Missed exam due to medical emergency,High
S1292,Hostel accommodation query,Medium
S1293,Website navigation help,Low
S1294,Fee payment issue before deadline,High
S1295,Library timings inquiry,Low
S1296,Internship letter request,Medium
S1297,Event information query,Low
S1298,Internship letter request,Medium
S1299,Library access issue,Medium
S1300,Website navigation help,Low
S1301,Hostel accommodation query,Medium
S1302,Hostel accommodation query,Medium
S1303,Academic calendar request,Low
S1304,Library timings inquiry,Low
S1305,Academic calendar request,Low
S1306,Website navigation help,Low
S1307,Bonafide certificate request,Medium
S1308,Bonafide certificate request,Medium
S1309,Exam result not published,High
S1310,Academic calendar request,Low
S1311,Library access issue,Medium
S1312,Website navigation help,Low
S1313,Academic calendar request,Low
S1314,Elective subject change request,Medium
S1315,Library access issue,Medium
S1316,Campus map request,Low
S1317,Elective subject change request,Medium
S1318,Website navigation help,Low
S1319,Fee payment issue before deadline,High
S1320,Bonafide certificate request,Medium
S1321,Bonafide certificate request,Medium
S1322,Website navigation help,Low
S1323,Hall ticket not generated before exam,High
S1324,Hall ticket not generated before exam,High
S1325,Hall ticket not generated before exam,High
S1326,Bonafide certificate request,Medium
S1327,Fee payment issue before deadline,High
S1328,Fee payment issue before deadline,High
S1329,Missed exam due to medical emergency,High
S1330,Exam result not published,High
S1331,Missed exam due to medical emergency,High
S1332,Fee payment issue before deadline,High
S1333,Website navigation help,Low
S1334,Hall ticket not generated before exam,High
S1335,Library access issue,Medium
S1336,Missed exam due to medical emergency,High
S1337,Exam result not published,High
S1338,Library access issue,Medium
S1339,Library timings inquiry,Low
S1340,Website navigation help,Low
S1341,Internship letter request,Medium
S1342,Library access issue,Medium
S1343,Campus map request,Low
S1344,Scholarship not credited,High
S1345,Library access issue,Medium
S1346,Hall ticket not generated before exam,High
S1347,Library access issue,Medium
S1348,Hall ticket not generated before exam,High
S1349,Hostel accommodation query,Medium
S1350,Hostel accommodation query,Medium
S1351,Fee payment issue before deadline,High
S1352,Exam result not published,High
S1353,Academic calendar request,Low
S1354,Exam result not published,High
S1355,Hall ticket not generated before exam,High
S1356,Website navigation help,Low
S1357,Website navigation help,Low
S1358,Scholarship not credited,High
S1359,Academic calendar request,Low
S1360,Elective subject change request,Medium
S1361,Scholarship not credited,High
S1362,Fee payment issue before deadline,High
S1363,Bonafide certificate request,Medium
S1364,Scholarship not credited,High
S1365,Library timings inquiry,Low
S1366,Academic calendar request,Low
S1367,Hostel accommodation query,Medium
S1368,Elective subject change request,Medium
S1369,Event information query,Low
S1370,Website navigation help,Low
S1371,Internship letter request,Medium
S1372,Internship letter request,Medium
S1373,Internship letter request,Medium
S1374,Library timings inquiry,Low
S1375,Website navigation help,Low
S1376,Library timings inquiry,Low
S1377,Website navigation help,Low
S1378,Library access issue,Medium
S1379,Event information query,Low
S1380,Fee payment issue before deadline,High
S1381,Fee payment issue before deadline,High
S1382,Bonafide certificate request,Medium
S1383,Fee payment issue before deadline,High
S1384,Academic calendar request,Low
S1385,Website navigation help,Low
S1386,Fee payment issue before deadline,High
S1387,Exam result not published,High
S1388,Campus map request,Low
S1389,Campus map request,Low
S1390,Exam result not published,High
S1391,Internship letter request,Medium
S1392,Internship letter request,Medium
S1393,Event information query,Low
S1394,Scholarship not credited,High
S1395,Bonafide certificate request,Medium
S1396,Internship letter request,Medium
S1397,Exam result not published,High
S1398,Academic calendar request,Low
S1399,Scholarship not credited,High
S1400,Scholarship not credited,High
S1401,Library access issue,Medium
S1402,Exam result not published,High
S1403,Hostel accommodation query,Medium
S1404,Bonafide certificate request,Medium
S1405,Elective subject change request,Medium
S1406,Fee payment issue before deadline,High
S1407,Academic calendar request,Low
S1408,Internship letter request,Medium
S1409,Hostel accommodation query,Medium
S1410,Website navigation help,Low
S1411,Exam result not published,High
S1412,Scholarship not credited,High
S1413,Elective subject change request,Medium
S1414,Library timings inquiry,Low
S1415,Exam result not published,High
S1416,Academic calendar request,Low
S1417,Hostel accommodation query,Medium
S1418,Scholarship not credited,High
S1419,Exam result not published,High
S1420,Hall ticket not generated before exam,High
S1421,Event information query,Low
S1422,Campus map request,Low
S1423,Library timings inquiry,Low
S1424,Elective subject change request,Medium
S1425,Missed exam due to medical emergency,High
S1426,Hostel accommodation query,Medium
S1427,Website navigation help,Low
S1428,Event information query,Low
S1429,Fee payment issue before deadline,High
S1430,Event information query,Low
S1431,Campus map request,Low
S1432,Hostel accommodation query,Medium
S1433,Bonafide certificate request,Medium
S1434,Scholarship not credited,High
S1435,Hall ticket not generated before exam,High
S1436,Academic calendar request,Low
S1437,Exam result not published,High
S1438,Fee payment issue before deadline,High
S1439,Event information query,Low
S1440,Library access issue,Medium
S1441,Hostel accommodation query,Medium
S1442,Website navigation help,Low
S1443,Academic calendar request,Low
S1444,Website navigation help,Low
S1445,Exam result not published,High
S1446,Bonafide certificate request,Medium
S1447,Academic calendar request,Low
S1448,Website navigation help,Low
S1449,Academic calendar request,Low
S1450,Missed exam due to medical emergency,High
S1451,Campus map request,Low
S1452,Event information query,Low
S1453,Elective subject change request,Medium
S1454,Fee payment issue before deadline,High
S1455,Event information query,Low
S1456,Hostel accommodation query,Medium
S1457,Event information query,Low
S1458,Missed exam due to medical emergency,High
S1459,Hall ticket not generated before exam,High
S1460,Hostel accommodation query,Medium
S1461,Website navigation help,Low
S1462,Campus map request,Low
S1463,Internship letter request,Medium
S1464,Elective subject change request,Medium
S1465,Academic calendar request,Low
S1466,Elective subject change request,Medium
S1467,Bonafide certificate request,Medium
S1468,Hostel accommodation query,Medium
S1469,Campus map request,Low
S1470,Fee payment issue before deadline,High
S1471,Library access issue,Medium
S1472,Bonafide certificate request,Medium
S1473,Academic calendar request,Low
S1474,Fee payment issue before deadline,High
S1475,Fee payment issue before deadline,High
S1476,Hostel accommodation query,Medium
S1477,Library access issue,Medium
S1478,Internship letter request,Medium
S1479,Library access issue,Medium
S1480,Missed exam due to medical emergency,High
S1481,Academic calendar request,Low
S1482,Library access issue,Medium
S1483,Elective subject change request,Medium
S1484,Hostel accommodation query,Medium
S1485,Exam result not published,High
S1486,Hostel accommodation query,Medium
S1487,Scholarship not credited,High
S1488,Bonafide certificate request,Medium
S1489,Hostel accommodation query,Medium
S1490,Academic calendar request,Low
S1491,Campus map request,Low
S1492,Campus map request,Low
S1493,Website navigation help,Low
S1494,Missed exam due to medical emergency,High
S1495,Internship letter request,Medium
S1496,Campus map request,Low
S1497,Academic calendar request,Low
S1498,Missed exam due to medical emergency,High
S1499,Website navigation help,Low
S1500,Website navigation help,Low
S1501,Library timings inquiry,Low
S1502,Website navigation help,Low
S1503,Event information query,Low
S1504,Internship letter request,Medium
S1505,Campus map request,Low
S1506,Elective subject change request,Medium
S1507,Internship letter request,Medium
S1508,Hall ticket not generated before exam,High
S1509,Bonafide certificate request,Medium
S1510,Website navigation help,Low
S1511,Missed exam due to medical emergency,High
S1512,Event information query,Low
S1513,Website navigation help,Low
S1514,Event information query,Low
S1515,Missed exam due to medical emergency,High
S1516,Scholarship not credited,High
S1517,Campus map request,Low
S1518,Library timings inquiry,Low
S1519,Event information query,Low
S1520,Exam result not published,High
S1521,Academic calendar request,Low
S1522,Hall ticket not generated before exam,High
S1523,Library timings inquiry,Low
S1524,Hall ticket not generated before exam,High
S1525,Scholarship not credited,High
S1526,Website navigation help,Low
S1527,Website navigation help,Low
S1528,Hostel accommodation query,Medium
S1529,Library timings inquiry,Low
S1530,Bonafide certificate request,Medium
S1531,Hall ticket not generated before exam,High
S1532,Hall ticket not generated before exam,High
S1533,Academic calendar request,Low
S1534,Library access issue,Medium
S1535,Hall ticket not generated before exam,High
S1536,Exam result not published,High
S1537,Scholarship not credited,High
S1538,Missed exam due to medical emergency,High
S1539,Bonafide certificate request,Medium
S1540,Event information query,Low
S1541,Hall ticket not generated before exam,High
S1542,Website navigation help,Low
S1543,Event information query,Low
S1544,Hostel accommodation query,Medium
S1545,Internship letter request,Medium
S1546,Hall ticket not generated before exam,High
S1547,Bonafide certificate request,Medium
S1548,Scholarship not credited,High
S1549,Library timings inquiry,Low
S1550,Bonafide certificate request,Medium
S1551,Elective subject change request,Medium
S1552,Missed exam due to medical emergency,High
S1553,Hall ticket not generated before exam,High
S1554,Library access issue,Medium
S1555,Campus map request,Low
S1556,Library timings inquiry,Low
S1557,Exam result not published,High
S1558,Library timings inquiry,Low
S1559,Scholarship not credited,High
S1560,Fee payment issue before deadline,High
S1561,Event information query,Low
S1562,Internship letter request,Medium
S1563,Event information query,Low
S1564,Exam result not published,High
S1565,Website navigation help,Low
S1566,Internship letter request,Medium
S1567,Elective subject change request,Medium
S1568,Elective subject change request,Medium
S1569,Campus map request,Low
S1570,Internship letter request,Medium
S1571,Website navigation help,Low
S1572,Academic calendar request,Low
S1573,Scholarship not credited,High
S1574,Campus map request,Low
S1575,Hostel accommodation query,Medium
S1576,Hostel accommodation query,Medium
S1577,Academic calendar request,Low
S1578,Missed exam due to medical emergency,High
S1579,Website navigation help,Low
S1580,Library timings inquiry,Low
S1581,Academic calendar request,Low
S1582,Hostel accommodation query,Medium
S1583,Hostel accommodation query,Medium
S1584,Internship letter request,Medium
S1585,Library timings inquiry,Low
S1586,Fee payment issue before deadline,High
S1587,Academic calendar request,Low
S1588,Event information query,Low
S1589,Hall ticket not generated before exam,High
S1590,Internship letter request,Medium
S1591,Library access issue,Medium
S1592,Library access issue,Medium
S1593,Library timings inquiry,Low
S1594,Bonafide certificate request,Medium
S1595,Website navigation help,Low
S1596,Missed exam due to medical emergency,High
S1597,Campus map request,Low
S1598,Library access issue,Medium
S1599,Website navigation help,Low
S1600,Scholarship not credited,High
S1601,Campus map request,Low
S1602,Library access issue,Medium
S1603,Scholarship not credited,High
S1604,Fee payment issue before deadline,High
S1605,Missed exam due to medical emergency,High
S1606,Academic calendar request,Low
S1607,Academic calendar request,Low
S1608,Academic calendar request,Low
S1609,Scholarship not credited,High
S1610,Library timings inquiry,Low
S1611,Internship letter request,Medium
S1612,Campus map request,Low
S1613,Internship letter request,Medium
S1614,Hall ticket not generated before exam,High
S1615,Fee payment issue before deadline,High
S1616,Library timings inquiry,Low
S1617,Event information query,Low
S1618,Hostel accommodation query,Medium
S1619,Internship letter request,Medium
S1620,Elective subject change request,Medium
S1621,Elective subject change request,Medium
S1622,Library access issue,Medium
S1623,Hostel accommodation query,Medium
S1624,Library access issue,Medium
S1625,Academic calendar request,Low
S1626,Library access issue,Medium
S1627,Bonafide certificate request,Medium
S1628,Hall ticket not generated before exam,High
S1629,Library timings inquiry,Low
S1630,Website navigation help,Low
S1631,Library access issue,Medium
S1632,Academic calendar request,Low
S1633,Library timings inquiry,Low
S1634,Scholarship not credited,High
S1635,Library access issue,Medium
S1636,Exam result not published,High
S1637,Library timings inquiry,Low
S1638,Event information query,Low
S1639,Website navigation help,Low
S1640,Internship letter request,Medium
S1641,Bonafide certificate request,Medium
S1642,Website navigation help,Low
S1643,Hall ticket not generated before exam,High
S1644,Elective subject change request,Medium
S1645,Hall ticket not generated before exam,High
S1646,Campus map request,Low
S1647,Campus map request,Low
S1648,Hostel accommodation query,Medium
S1649,Hall ticket not generated before exam,High
S1650,Library access issue,Medium
S1651,Hostel accommodation query,Medium
S1652,Hostel accommodation query,Medium
S1653,Scholarship not credited,High
S1654,Fee payment issue before deadline,High
S1655,Exam result not published,High
S1656,Fee payment issue before deadline,High
S1657,Missed exam due to medical emergency,High
S1658,Exam result not published,High
S1659,Campus map request,Low
S1660,Elective subject change request,Medium
S1661,Hall ticket not generated before exam,High
S1662,Bonafide certificate request,Medium
S1663,Campus map request,Low
S1664,Website navigation help,Low
S1665,Scholarship not credited,High
S1666,Academic calendar request,Low
S1667,Missed exam due to medical emergency,High
S1668,Missed exam due to medical emergency,High
S1669,Bonafide certificate request,Medium
S1670,Hostel accommodation query,Medium
S1671,Library access issue,Medium
S1672,Fee payment issue before deadline,High
S1673,Bonafide certificate request,Medium
S1674,Missed exam due to medical emergency,High
S1675,Missed exam due to medical emergency,High
S1676,Bonafide certificate request,Medium
S1677,Internship letter request,Medium
S1678,Exam result not published,High
S1679,Library timings inquiry,Low
S1680,Missed exam due to medical emergency,High
S1681,Scholarship not credited,High
S1682,Fee payment issue before deadline,High
S1683,Library timings inquiry,Low
S1684,Missed exam due to medical emergency,High
S1685,Website navigation help,Low
S1686,Exam result not published,High
S1687,Elective subject change request,Medium
S1688,Event information query,Low
S1689,Library timings inquiry,Low
S1690,Library timings inquiry,Low
S1691,Fee payment issue before deadline,High
S1692,Campus map request,Low
S1693,Internship letter request,Medium
S1694,Website navigation help,Low
S1695,Missed exam due to medical emergency,High
S1696,Website navigation help,Low
S1697,Library timings inquiry,Low
S1698,Fee payment issue before deadline,High
S1699,Missed exam due to medical emergency,High
S1700,Scholarship not credited,High
S1701,Fee payment issue before deadline,High
S1702,Exam result not published,High
S1703,Hostel accommodation query,Medium
S1704,Academic calendar request,Low
S1705,Hostel accommodation query,Medium
S1706,Hostel accommodation query,Medium
S1707,Library timings inquiry,Low
S1708,Bonafide certificate request,Medium
S1709,Academic calendar request,Low
S1710,Library access issue,Medium
S1711,Elective subject change request,Medium
S1712,Library timings inquiry,Low
S1713,Missed exam due to medical emergency,High
S1714,Website navigation help,Low
S1715,Hostel accommodation query,Medium
S1716,Academic calendar request,Low
S1717,Library timings inquiry,Low
S1718,Internship letter request,Medium
S1719,Missed exam due to medical emergency,High
S1720,Academic calendar request,Low
S1721,Event information query,Low
S1722,Library timings inquiry,Low
S1723,Internship letter request,Medium
S1724,Library timings inquiry,Low
S1725,Hostel accommodation query,Medium
S1726,Hall ticket not generated before exam,High
S1727,Missed exam due to medical emergency,High
S1728,Event information query,Low
S1729,Fee payment issue before deadline,High
S1730,Internship letter request,Medium
S1731,Academic calendar request,Low
S1732,Website navigation help,Low
S1733,Fee payment issue before deadline,High
S1734,Website navigation help,Low
S1735,Campus map request,Low
S1736,Elective subject change request,Medium
S1737,Missed exam due to medical emergency,High
S1738,Exam result not published,High
S1739,Library access issue,Medium
S1740,Hall ticket not generated before exam,High
S1741,Scholarship not credited,High
S1742,Campus map request,Low
S1743,Campus map request,Low
S1744,Campus map request,Low
S1745,Website navigation help,Low
S1746,Hostel accommodation query,Medium
S1747,Library access issue,Medium
S1748,Library access issue,Medium
S1749,Library timings inquiry,Low
S1750,Bonafide certificate request,Medium
S1751,Hostel accommodation query,Medium
S1752,Website navigation help,Low
S1753,Library access issue,Medium
S1754,Scholarship not credited,High
S1755,Exam result not published,High
S1756,Scholarship not credited,High
S1757,Fee payment issue before deadline,High
S1758,Website navigation help,Low
S1759,Library timings inquiry,Low
S1760,Bonafide certificate request,Medium
S1761,Elective subject change request,Medium
S1762,Library timings inquiry,Low
S1763,Exam result not published,High
S1764,Event information query,Low
S1765,Event information query,Low
S1766,Library timings inquiry,Low
S1767,Event information query,Low
S1768,Library access issue,Medium
S1769,Scholarship not credited,High
S1770,Library timings inquiry,Low
S1771,Bonafide certificate request,Medium
S1772,Elective subject change request,Medium
S1773,Event information query,Low
S1774,Library access issue,Medium
S1775,Library access issue,Medium
S1776,Missed exam due to medical emergency,High
S1777,Scholarship not credited,High
S1778,Scholarship not credited,High
S1779,Exam result not published,High
S1780,Fee payment issue before deadline,High
S1781,Fee payment issue before deadline,High
S1782,Event information query,Low
S1783,Event information query,Low
S1784,Hall ticket not generated before exam,High
S1785,Library timings inquiry,Low
S1786,Library access issue,Medium
S1787,Missed exam due to medical emergency,High
S1788,Missed exam due to medical emergency,High
S1789,Academic calendar request,Low
S1790,Elective subject change request,Medium
S1791,Hall ticket not generated before exam,High
S1792,Hall ticket not generated before exam,High
S1793,Website navigation help,Low
S1794,Missed exam due to medical emergency,High
S1795,Library access issue,Medium
S1796,Hall ticket not generated before exam,High
S1797,Library access issue,Medium
S1798,Event information query,Low
S1799,Library timings inquiry,Low
S1800,Exam result not published,High
S1801,Library access issue,Medium
S1802,Event information query,Low
S1803,Scholarship not credited,High
S1804,Hostel accommodation query,Medium
S1805,Internship letter request,Medium
S1806,Internship letter request,Medium
S1807,Scholarship not credited,High
S1808,Hall ticket not generated before exam,High
S1809,Missed exam due to medical emergency,High
S1810,Scholarship not credited,High
S1811,Exam result not published,High
S1812,Scholarship not credited,High
S1813,Campus map request,Low
S1814,Campus map request,Low
S1815,Fee payment issue before deadline,High
S1816,Academic calendar request,Low
S1817,Fee payment issue before deadline,High
S1818,Library access issue,Medium
S1819,Event information query,Low
S1820,Campus map request,Low
S1821,Website navigation help,Low
S1822,Hall ticket not generated before exam,High
S1823,Scholarship not credited,High
S1824,Library timings inquiry,Low
S1825,Campus map request,Low
S1826,Elective subject change request,Medium
S1827,Bonafide certificate request,Medium
S1828,Exam result not published,High
S1829,Library access issue,Medium
S1830,Fee payment issue before deadline,High
S1831,Campus map request,Low
S1832,Campus map request,Low
S1833,Elective subject change request,Medium
S1834,Hostel accommodation query,Medium
S1835,Website navigation help,Low
S1836,Hostel accommodation query,Medium
S1837,Hall ticket not generated before exam,High
S1838,Scholarship not credited,High
S1839,Scholarship not credited,High
S1840,Missed exam due to medical emergency,High
S1841,Fee payment issue before deadline,High
S1842,Scholarship not credited,High
S1843,Elective subject change request,Medium
S1844,Hall ticket not generated before exam,High
S1845,Exam result not published,High
S1846,Campus map request,Low
S1847,Missed exam due to medical emergency,High
S1848,Internship letter request,Medium
S1849,Hostel accommodation query,Medium
S1850,Scholarship not credited,High
S1851,Library timings inquiry,Low
S1852,Internship letter request,Medium
S1853,Library access issue,Medium
S1854,Exam result not published,High
S1855,Fee payment issue before deadline,High
S1856,Fee payment issue before deadline,High
S1857,Missed exam due to medical emergency,High
S1858,Hall ticket not generated before exam,High
S1859,Fee payment issue before deadline,High
S1860,Missed exam due to medical emergency,High
S1861,Library access issue,Medium
S1862,Library timings inquiry,Low
S1863,Library timings inquiry,Low
S1864,Missed exam due to medical emergency,High
S1865,Fee payment issue before deadline,High
S1866,Hostel accommodation query,Medium
S1867,Library timings inquiry,Low
S1868,Exam result not published,High
S1869,Exam result not published,High
S1870,Hostel accommodation query,Medium
S1871,Campus map request,Low
S1872,Campus map request,Low
S1873,Event information query,Low
S1874,Fee payment issue before deadline,High
S1875,Campus map request,Low
S1876,Library timings inquiry,Low
S1877,Scholarship not credited,High
S1878,Event information query,Low
S1879,Missed exam due to medical emergency,High
S1880,Scholarship not credited,High
S1881,Hall ticket not generated before exam,High
S1882,Missed exam due to medical emergency,High
S1883,Internship letter request,Medium
S1884,Campus map request,Low
S1885,Website navigation help,Low
S1886,Exam result not published,High
S1887,Library access issue,Medium
S1888,Campus map request,Low
S1889,Website navigation help,Low
S1890,Elective subject change request,Medium
S1891,Academic calendar request,Low
S1892,Academic calendar request,Low
S1893,Internship letter request,Medium
S1894,Scholarship not credited,High
S1895,Missed exam due to medical emergency,High
S1896,Missed exam due to medical emergency,High
S1897,Event information query,Low
S1898,Hall ticket not generated before exam,High
S1899,Internship letter request,Medium
S1900,Library timings inquiry,Low
S1901,Elective subject change request,Medium
S1902,Missed exam due to medical emergency,High
S1903,Internship letter request,Medium
S1904,Missed exam due to medical emergency,High
S1905,Website navigation help,Low
S1906,Website navigation help,Low
S1907,Fee payment issue before deadline,High
S1908,Library timings inquiry,Low
S1909,Hall ticket not generated before exam,High
S1910,Scholarship not credited,High
S1911,Academic calendar request,Low
S1912,Website navigation help,Low
S1913,Library timings inquiry,Low
S1914,Hall ticket not generated before exam,High
S1915,Scholarship not credited,High
S1916,Campus map request,Low
S1917,Library access issue,Medium
S1918,Library timings inquiry,Low
S1919,Hostel accommodation query,Medium
S1920,Campus map request,Low
S1921,Event information query,Low
S1922,Scholarship not credited,High
S1923,Website navigation help,Low
S1924,Fee payment issue before deadline,High
S1925,Exam result not published,High
S1926,Library access issue,Medium
S1927,Academic calendar request,Low
S1928,Academic calendar request,Low
S1929,Fee payment issue before deadline,High
S1930,Scholarship not credited,High
S1931,Exam result not published,High
S1932,Website navigation help,Low
S1933,Internship letter request,Medium
S1934,Academic calendar request,Low
S1935,Exam result not published,High
S1936,Library access issue,Medium
S1937,Event information query,Low
S1938,Elective subject change request,Medium
S1939,Elective subject change request,Medium
S1940,Scholarship not credited,High
S1941,Website navigation help,Low
S1942,Bonafide certificate request,Medium
S1943,Hostel accommodation query,Medium
S1944,Internship letter request,Medium
S1945,Library access issue,Medium
S1946,Academic calendar request,Low
S1947,Library timings inquiry,Low
S1948,Scholarship not credited,High
S1949,Elective subject change request,Medium
S1950,Scholarship not credited,High
S1951,Fee payment issue before deadline,High
S1952,Hostel accommodation query,Medium
S1953,Missed exam due to medical emergency,High
S1954,Bonafide certificate request,Medium
S1955,Library timings inquiry,Low
S1956,Hostel accommodation query,Medium
S1957,Campus map request,Low
S1958,Library access issue,Medium
S1959,Exam result not published,High
S1960,Fee payment issue before deadline,High
S1961,Website navigation help,Low
S1962,Library access issue,Medium
S1963,Library access issue,Medium
S1964,Internship letter request,Medium
S1965,Elective subject change request,Medium
S1966,Event information query,Low
S1967,Elective subject change request,Medium
S1968,Exam result not published,High
S1969,Academic calendar request,Low
S1970,Bonafide certificate request,Medium
S1971,Hostel accommodation query,Medium
S1972,Exam result not published,High
S1973,Website navigation help,Low
S1974,Missed exam due to medical emergency,High
S1975,Hall ticket not generated before exam,High
S1976,Scholarship not credited,High
S1977,Exam result not published,High
S1978,Fee payment issue before deadline,High
S1979,Academic calendar request,Low
S1980,Fee payment issue before deadline,High
S1981,Hall ticket not generated before exam,High
S1982,Scholarship not credited,High
S1983,Website navigation help,Low
S1984,Bonafide certificate request,Medium
S1985,Event information query,Low
S1986,Website navigation help,Low
S1987,Event information query,Low
S1988,Library timings inquiry,Low
S1989,Bonafide certificate request,Medium
S1990,Website navigation help,Low
S1991,Hall ticket not generated before exam,High
S1992,Library access issue,Medium
S1993,Hostel accommodation query,Medium
S1994,Library access issue,Medium
S1995,Scholarship not credited,High
S1996,Exam result not published,High
S1997,Hall ticket not generated before exam,High
S1998,Missed exam due to medical emergency,High
S1999,Event information query,Low
S2000,Hostel accommodation query,Medium
S2001,Academic calendar request,Low
S2002,Scholarship not credited,High
S2003,Internship letter request,Medium
S2004,Scholarship not credited,High
S2005,Scholarship not credited,High
S2006,Scholarship not credited,High
S2007,Bonafide certificate request,Medium
S2008,Library access issue,Medium
S2009,Website navigation help,Low
S2010,Academic calendar request,Low
S2011,Scholarship not credited,High
S2012,Fee payment issue before deadline,High
S2013,Library timings inquiry,Low
S2014,Library access issue,Medium
S2015,Hostel accommodation query,Medium
S2016,Exam result not published,High
S2017,Elective subject change request,Medium
S2018,Bonafide certificate request,Medium
S2019,Library access issue,Medium
S2020,Library access issue,Medium
S2021,Campus map request,Low
S2022,Bonafide certificate request,Medium
S2023,Academic calendar request,Low
S2024,Hall ticket not generated before exam,High
S2025,Fee payment issue before deadline,High
S2026,Elective subject change request,Medium
S2027,Exam result not published,High
S2028,Scholarship not credited,High
S2029,Website navigation help,Low
S2030,Hall ticket not generated before exam,High
S2031,Hall ticket not generated before exam,High
S2032,Event information query,Low
S2033,Hostel accommodation query,Medium
S2034,Library timings inquiry,Low
S2035,Library access issue,Medium
S2036,Event information query,Low
S2037,Bonafide certificate request,Medium
S2038,Missed exam due to medical emergency,High
S2039,Hostel accommodation query,Medium
S2040,Hall ticket not generated before exam,High
S2041,Internship letter request,Medium
S2042,Elective subject change request,Medium
S2043,Elective subject change request,Medium
S2044,Hall ticket not generated before exam,High
S2045,Academic calendar request,Low
S2046,Hall ticket not generated before exam,High
S2047,Scholarship not credited,High
S2048,Exam result not published,High
S2049,Exam result not published,High
S2050,Elective subject change request,Medium
S2051,Website navigation help,Low
S2052,Website navigation help,Low
S2053,Missed exam due to medical emergency,High
S2054,Hostel accommodation query,Medium
S2055,Exam result not published,High
S2056,Hall ticket not generated before exam,High
S2057,Hostel accommodation query,Medium
S2058,Website navigation help,Low
S2059,Library access issue,Medium
S2060,Hall ticket not generated before exam,High
S2061,Missed exam due to medical emergency,High
S2062,Library access issue,Medium
S2063,Website navigation help,Low
S2064,Hall ticket not generated before exam,High
S2065,Library access issue,Medium
S2066,Scholarship not credited,High
S2067,Internship letter request,Medium
S2068,Bonafide certificate request,Medium
S2069,Missed exam due to medical emergency,High
S2070,Elective subject change request,Medium
S2071,Missed exam due to medical emergency,High
S2072,Library access issue,Medium
S2073,Event information query,Low
S2074,Academic calendar request,Low
S2075,Library access issue,Medium
S2076,Internship letter request,Medium
S2077,Hall ticket not generated before exam,High
S2078,Hostel accommodation query,Medium
S2079,Library access issue,Medium
S2080,Campus map request,Low
S2081,Fee payment issue before deadline,High
S2082,Scholarship not credited,High
S2083,Academic calendar request,Low
S2084,Exam result not published,High
S2085,Elective subject change request,Medium
S2086,Library timings inquiry,Low
S2087,Fee payment issue before deadline,High
S2088,Website navigation help,Low
S2089,Hostel accommodation query,Medium
S2090,Hall ticket not generated before exam,High
S2091,Exam result not published,High
S2092,Campus map request,Low
S2093,Exam result not published,High
S2094,Hostel accommodation query,Medium
S2095,Fee payment issue before deadline,High
S2096,Hostel accommodation query,Medium
